lambda	thetas	ref00	ref01/ref00	ref02/ref00	ref03/ref00	ref10/ref00	ref11/ref00	ref12/ref00	ref13/ref00	ref20/ref00	ref21/ref00	ref22/ref00	ref23/ref00	ref30/ref00	ref31/ref00	ref32/ref00	ref33/ref00	refs	refp	
1.5568	1.0000000000e+00	9.9796394856e-01	-1.6727918227e-03	0.0000000000e+00	0.0000000000e+00	-1.6727918227e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9906231625e-01	4.3263032833e-02	0.0000000000e+00	0.0000000000e+00	-4.3263032833e-02	9.9906231625e-01	9.9629456263e-01	9.9963333449e-01	
1.5569	1.0000000000e+00	9.9796807912e-01	-1.6686889749e-03	0.0000000000e+00	0.0000000000e+00	-1.6686889749e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9906521290e-01	4.3196248212e-02	0.0000000000e+00	0.0000000000e+00	-4.3196248212e-02	9.9906521290e-01	9.9630278079e-01	9.9963337745e-01	
1.557	1.0000000000e+00	9.9797217388e-01	-1.6646220735e-03	0.0000000000e+00	0.0000000000e+00	-1.6646220735e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9906808279e-01	4.3129977856e-02	0.0000000000e+00	0.0000000000e+00	-4.3129977856e-02	9.9906808279e-01	9.9631092737e-01	9.9963342038e-01	
1.5571	1.0000000000e+00	9.9797623334e-01	-1.6605906029e-03	0.0000000000e+00	0.0000000000e+00	-1.6605906029e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9907092632e-01	4.3064215017e-02	0.0000000000e+00	0.0000000000e+00	-4.3064215017e-02	9.9907092632e-01	9.9631900339e-01	9.9963346330e-01	
1.5572	1.0000000000e+00	9.9798025803e-01	-1.6565940584e-03	0.0000000000e+00	0.0000000000e+00	-1.6565940584e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9907374389e-01	4.2998953069e-02	0.0000000000e+00	0.0000000000e+00	-4.2998953069e-02	9.9907374389e-01	9.9632700986e-01	9.9963350619e-01	
1.5573	1.0000000000e+00	9.9798424841e-01	-1.6526319443e-03	0.0000000000e+00	0.0000000000e+00	-1.6526319443e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9907653587e-01	4.2934185507e-02	0.0000000000e+00	0.0000000000e+00	-4.2934185507e-02	9.9907653587e-01	9.9633494776e-01	9.9963354906e-01	
1.5574	1.0000000000e+00	9.9798820499e-01	-1.6487037749e-03	0.0000000000e+00	0.0000000000e+00	-1.6487037749e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9907930263e-01	4.2869905940e-02	0.0000000000e+00	0.0000000000e+00	-4.2869905940e-02	9.9907930263e-01	9.9634281807e-01	9.9963359191e-01	
1.5575	1.0000000000e+00	9.9799212823e-01	-1.6448090740e-03	0.0000000000e+00	0.0000000000e+00	-1.6448090740e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9908204454e-01	4.2806108095e-02	0.0000000000e+00	0.0000000000e+00	-4.2806108095e-02	9.9908204454e-01	9.9635062172e-01	9.9963363474e-01	
1.5576	1.0000000000e+00	9.9799601860e-01	-1.6409473739e-03	0.0000000000e+00	0.0000000000e+00	-1.6409473739e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9908476195e-01	4.2742785808e-02	0.0000000000e+00	0.0000000000e+00	-4.2742785808e-02	9.9908476195e-01	9.9635835965e-01	9.9963367754e-01	
1.5577	1.0000000000e+00	9.9799987655e-01	-1.6371182162e-03	0.0000000000e+00	0.0000000000e+00	-1.6371182162e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9908745521e-01	4.2679933025e-02	0.0000000000e+00	0.0000000000e+00	-4.2679933025e-02	9.9908745521e-01	9.9636603277e-01	9.9963372033e-01	
1.5578	1.0000000000e+00	9.9800370253e-01	-1.6333211512e-03	0.0000000000e+00	0.0000000000e+00	-1.6333211512e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9909012467e-01	4.2617543799e-02	0.0000000000e+00	0.0000000000e+00	-4.2617543799e-02	9.9909012467e-01	9.9637364198e-01	9.9963376309e-01	
1.5579	1.0000000000e+00	9.9800749699e-01	-1.6295557372e-03	0.0000000000e+00	0.0000000000e+00	-1.6295557372e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9909277067e-01	4.2555612287e-02	0.0000000000e+00	0.0000000000e+00	-4.2555612287e-02	9.9909277067e-01	9.9638118814e-01	9.9963380583e-01	
1.558	1.0000000000e+00	9.9801126034e-01	-1.6258215419e-03	0.0000000000e+00	0.0000000000e+00	-1.6258215419e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9909539354e-01	4.2494132747e-02	0.0000000000e+00	0.0000000000e+00	-4.2494132747e-02	9.9909539354e-01	9.9638867214e-01	9.9963384855e-01	
1.5581	1.0000000000e+00	9.9801499302e-01	-1.6221181397e-03	0.0000000000e+00	0.0000000000e+00	-1.6221181397e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9909799359e-01	4.2433099538e-02	0.0000000000e+00	0.0000000000e+00	-4.2433099538e-02	9.9909799359e-01	9.9639609480e-01	9.9963389125e-01	
1.5582	1.0000000000e+00	9.9801869544e-01	-1.6184451137e-03	0.0000000000e+00	0.0000000000e+00	-1.6184451137e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9910057115e-01	4.2372507117e-02	0.0000000000e+00	0.0000000000e+00	-4.2372507117e-02	9.9910057115e-01	9.9640345696e-01	9.9963393393e-01	
1.5583	1.0000000000e+00	9.9802236801e-01	-1.6148020546e-03	0.0000000000e+00	0.0000000000e+00	-1.6148020546e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9910312653e-01	4.2312350034e-02	0.0000000000e+00	0.0000000000e+00	-4.2312350034e-02	9.9910312653e-01	9.9641075944e-01	9.9963397658e-01	
1.5584	1.0000000000e+00	9.9802601113e-01	-1.6111885599e-03	0.0000000000e+00	0.0000000000e+00	-1.6111885599e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9910566004e-01	4.2252622934e-02	0.0000000000e+00	0.0000000000e+00	-4.2252622934e-02	9.9910566004e-01	9.9641800304e-01	9.9963401922e-01	
1.5585	1.0000000000e+00	9.9802962518e-01	-1.6076042360e-03	0.0000000000e+00	0.0000000000e+00	-1.6076042360e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9910817198e-01	4.2193320555e-02	0.0000000000e+00	0.0000000000e+00	-4.2193320555e-02	9.9910817198e-01	9.9642518853e-01	9.9963406183e-01	
1.5586	1.0000000000e+00	9.9803321056e-01	-1.6040486948e-03	0.0000000000e+00	0.0000000000e+00	-1.6040486948e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9911066263e-01	4.2134437719e-02	0.0000000000e+00	0.0000000000e+00	-4.2134437719e-02	9.9911066263e-01	9.9643231669e-01	9.9963410443e-01	
1.5587	1.0000000000e+00	9.9803676764e-01	-1.6005215563e-03	0.0000000000e+00	0.0000000000e+00	-1.6005215563e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9911313230e-01	4.2075969342e-02	0.0000000000e+00	0.0000000000e+00	-4.2075969342e-02	9.9911313230e-01	9.9643938828e-01	9.9963414700e-01	
1.5588	1.0000000000e+00	9.9804029680e-01	-1.5970224470e-03	0.0000000000e+00	0.0000000000e+00	-1.5970224470e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9911558126e-01	4.2017910420e-02	0.0000000000e+00	0.0000000000e+00	-4.2017910420e-02	9.9911558126e-01	9.9644640404e-01	9.9963418956e-01	
1.5589	1.0000000000e+00	9.9804379840e-01	-1.5935509999e-03	0.0000000000e+00	0.0000000000e+00	-1.5935509999e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9911800980e-01	4.1960256035e-02	0.0000000000e+00	0.0000000000e+00	-4.1960256035e-02	9.9911800980e-01	9.9645336470e-01	9.9963423209e-01	
1.559	1.0000000000e+00	9.9804727279e-01	-1.5901068551e-03	0.0000000000e+00	0.0000000000e+00	-1.5901068551e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9912041819e-01	4.1903001352e-02	0.0000000000e+00	0.0000000000e+00	-4.1903001352e-02	9.9912041819e-01	9.9646027098e-01	9.9963427460e-01	
1.5591	1.0000000000e+00	9.9805072034e-01	-1.5866896588e-03	0.0000000000e+00	0.0000000000e+00	-1.5866896588e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9912280669e-01	4.1846141615e-02	0.0000000000e+00	0.0000000000e+00	-4.1846141615e-02	9.9912280669e-01	9.9646712358e-01	9.9963431710e-01	
1.5592	1.0000000000e+00	9.9805414138e-01	-1.5832990629e-03	0.0000000000e+00	0.0000000000e+00	-1.5832990629e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9912517557e-01	4.1789672145e-02	0.0000000000e+00	0.0000000000e+00	-4.1789672145e-02	9.9912517557e-01	9.9647392319e-01	9.9963435957e-01	
1.5593	1.0000000000e+00	9.9805753626e-01	-1.5799347265e-03	0.0000000000e+00	0.0000000000e+00	-1.5799347265e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9912752510e-01	4.1733588342e-02	0.0000000000e+00	0.0000000000e+00	-4.1733588342e-02	9.9912752510e-01	9.9648067050e-01	9.9963440202e-01	
1.5594	1.0000000000e+00	9.9806090531e-01	-1.5765963136e-03	0.0000000000e+00	0.0000000000e+00	-1.5765963136e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9912985552e-01	4.1677885681e-02	0.0000000000e+00	0.0000000000e+00	-4.1677885681e-02	9.9912985552e-01	9.9648736616e-01	9.9963444445e-01	
1.5595	1.0000000000e+00	9.9806424886e-01	-1.5732834954e-03	0.0000000000e+00	0.0000000000e+00	-1.5732834954e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9913216708e-01	4.1622559710e-02	0.0000000000e+00	0.0000000000e+00	-4.1622559710e-02	9.9913216708e-01	9.9649401085e-01	9.9963448687e-01	
1.5596	1.0000000000e+00	9.9806756722e-01	-1.5699959470e-03	0.0000000000e+00	0.0000000000e+00	-1.5699959470e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9913446004e-01	4.1567606048e-02	0.0000000000e+00	0.0000000000e+00	-4.1567606048e-02	9.9913446004e-01	9.9650060519e-01	9.9963452926e-01	
1.5597	1.0000000000e+00	9.9807086073e-01	-1.5667333508e-03	0.0000000000e+00	0.0000000000e+00	-1.5667333508e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9913673463e-01	4.1513020388e-02	0.0000000000e+00	0.0000000000e+00	-4.1513020388e-02	9.9913673463e-01	9.9650714982e-01	9.9963457163e-01	
1.5598	1.0000000000e+00	9.9807412968e-01	-1.5634953937e-03	0.0000000000e+00	0.0000000000e+00	-1.5634953937e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9913899109e-01	4.1458798490e-02	0.0000000000e+00	0.0000000000e+00	-4.1458798490e-02	9.9913899109e-01	9.9651364537e-01	9.9963461398e-01	
1.5599	1.0000000000e+00	9.9807737439e-01	-1.5602817686e-03	0.0000000000e+00	0.0000000000e+00	-1.5602817686e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9914122965e-01	4.1404936181e-02	0.0000000000e+00	0.0000000000e+00	-4.1404936181e-02	9.9914122965e-01	9.9652009246e-01	9.9963465632e-01	
1.56	1.0000000000e+00	9.9808059515e-01	-1.5570921727e-03	0.0000000000e+00	0.0000000000e+00	-1.5570921727e-03	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.9914345054e-01	4.1351429355e-02	0.0000000000e+00	0.0000000000e+00	-4.1351429355e-02	9.9914345054e-01	9.9652649167e-01	9.9963469863e-01	
